"","GISJOIN","GISJOIN_T","COUNTY_CODE","STATEA","COUNTYA","TRACTA","BLOCKA","whites","blacks","asians","native_americans","others","latino"
"302258","G26016305647001001","G2601630564700",26163,26,163,564700,1001,1226,168,202,10,101,86
"302259","G26016305647001002","G2601630564700",26163,26,163,564700,1002,103,5,2,0,2,3
"302260","G26016305647001003","G2601630564700",26163,26,163,564700,1003,58,1,25,0,5,2
"302261","G26016305647001004","G2601630564700",26163,26,163,564700,1004,99,18,18,1,14,8
"302262","G26016305647002000","G2601630564700",26163,26,163,564700,2000,164,0,67,2,2,11
"302263","G26016305647002001","G2601630564700",26163,26,163,564700,2001,85,0,20,0,0,0
"302264","G26016305647002002","G2601630564700",26163,26,163,564700,2002,81,7,8,0,0,0
"302265","G26016305647002003","G2601630564700",26163,26,163,564700,2003,121,3,3,0,2,1
"302266","G26016305647002004","G2601630564700",26163,26,163,564700,2004,506,14,69,2,11,19
"302267","G26016305647002005","G2601630564700",26163,26,163,564700,2005,43,1,22,0,0,0
"302268","G26016305647002006","G2601630564700",26163,26,163,564700,2006,24,0,17,0,4,0
"302269","G26016305647002007","G2601630564700",26163,26,163,564700,2007,86,11,15,0,0,3
"302270","G26016305647002008","G2601630564700",26163,26,163,564700,2008,46,6,21,0,0,4
"302271","G26016305647002009","G2601630564700",26163,26,163,564700,2009,123,0,9,0,1,4
"302272","G26016305647002010","G2601630564700",26163,26,163,564700,2010,38,0,7,0,2,1
"302273","G26016305647002011","G2601630564700",26163,26,163,564700,2011,37,0,1,0,0,1
"302274","G26016305647002012","G2601630564700",26163,26,163,564700,2012,43,2,0,0,0,0
"302275","G26016305647002013","G2601630564700",26163,26,163,564700,2013,78,4,5,0,0,2
"302276","G26016305647002014","G2601630564700",26163,26,163,564700,2014,153,1,4,0,15,0
"302277","G26016305647002015","G2601630564700",26163,26,163,564700,2015,193,7,43,0,4,5
"302278","G26016305647002016","G2601630564700",26163,26,163,564700,2016,40,0,11,0,0,0
"302279","G26016305647002017","G2601630564700",26163,26,163,564700,2017,42,0,24,0,4,0
"302280","G26016305647002018","G2601630564700",26163,26,163,564700,2018,23,8,13,0,0,0
"302281","G26016305648001000","G2601630564800",26163,26,163,564800,1000,3,0,0,0,0,0
"302282","G26016305648001001","G2601630564800",26163,26,163,564800,1001,52,13,0,0,4,1
"302283","G26016305648001002","G2601630564800",26163,26,163,564800,1002,43,0,4,0,0,6
"302284","G26016305648001003","G2601630564800",26163,26,163,564800,1003,131,9,20,0,3,4
"302285","G26016305648001004","G2601630564800",26163,26,163,564800,1004,53,0,5,0,0,1
"302286","G26016305648001005","G2601630564800",26163,26,163,564800,1005,0,4,0,0,0,0
"302287","G26016305648001006","G2601630564800",26163,26,163,564800,1006,3,5,0,0,0,1
"302288","G26016305648001007","G2601630564800",26163,26,163,564800,1007,71,0,0,0,0,0
"302289","G26016305648001008","G2601630564800",26163,26,163,564800,1008,91,14,5,0,3,0
"302290","G26016305648001009","G2601630564800",26163,26,163,564800,1009,41,0,5,0,0,4
"302291","G26016305648001010","G2601630564800",26163,26,163,564800,1010,29,0,0,0,0,0
"302292","G26016305648001011","G2601630564800",26163,26,163,564800,1011,26,0,0,0,1,1
"302293","G26016305648001012","G2601630564800",26163,26,163,564800,1012,30,0,0,0,0,0
"302294","G26016305648001013","G2601630564800",26163,26,163,564800,1013,4,0,0,0,0,0
"302295","G26016305648001014","G2601630564800",26163,26,163,564800,1014,0,0,0,0,0,0
"302296","G26016305648001015","G2601630564800",26163,26,163,564800,1015,0,0,0,0,0,0
"302297","G26016305648001016","G2601630564800",26163,26,163,564800,1016,1,0,0,0,1,0
"302298","G26016305648001017","G2601630564800",26163,26,163,564800,1017,57,14,5,0,0,0
"302299","G26016305648001018","G2601630564800",26163,26,163,564800,1018,69,9,10,0,3,0
"302300","G26016305648002000","G2601630564800",26163,26,163,564800,2000,86,12,11,0,0,0
"302301","G26016305648002001","G2601630564800",26163,26,163,564800,2001,233,16,41,0,4,6
"302302","G26016305648002002","G2601630564800",26163,26,163,564800,2002,408,22,23,3,8,25
"302303","G26016305648002003","G2601630564800",26163,26,163,564800,2003,142,4,3,1,3,0
"302304","G26016305648002004","G2601630564800",26163,26,163,564800,2004,105,5,14,0,0,14
"302305","G26016305648002005","G2601630564800",26163,26,163,564800,2005,117,0,1,0,4,1
"302306","G26016305648002006","G2601630564800",26163,26,163,564800,2006,72,3,3,0,2,0
"302307","G26016305648002007","G2601630564800",26163,26,163,564800,2007,71,0,0,0,1,2
"302308","G26016305648002008","G2601630564800",26163,26,163,564800,2008,58,0,4,0,0,1
"302309","G26016305648002009","G2601630564800",26163,26,163,564800,2009,132,9,4,0,2,1
"302310","G26016305648002010","G2601630564800",26163,26,163,564800,2010,130,9,10,1,2,5
"302311","G26016305648002011","G2601630564800",26163,26,163,564800,2011,86,0,0,0,0,0
"302312","G26016305648002012","G2601630564800",26163,26,163,564800,2012,277,13,34,1,12,14
"302313","G26016305648002013","G2601630564800",26163,26,163,564800,2013,65,0,9,0,0,1
"302314","G26016305648002014","G2601630564800",26163,26,163,564800,2014,48,2,0,1,1,2
"302315","G26016305648002015","G2601630564800",26163,26,163,564800,2015,0,0,0,0,0,0
"302316","G26016305648002016","G2601630564800",26163,26,163,564800,2016,2,0,0,0,0,0
"302317","G26016305648003000","G2601630564800",26163,26,163,564800,3000,290,1,18,0,0,4
"302318","G26016305648003001","G2601630564800",26163,26,163,564800,3001,128,8,3,0,4,0
"302319","G26016305648003002","G2601630564800",26163,26,163,564800,3002,69,15,0,0,1,6
"302320","G26016305648003003","G2601630564800",26163,26,163,564800,3003,156,6,5,0,3,12
"302321","G26016305648003004","G2601630564800",26163,26,163,564800,3004,58,6,3,0,0,1
"302322","G26016305648003005","G2601630564800",26163,26,163,564800,3005,99,12,8,0,1,0
"302323","G26016305648003006","G2601630564800",26163,26,163,564800,3006,16,0,0,0,0,0
"302324","G26016305648003007","G2601630564800",26163,26,163,564800,3007,81,2,5,17,0,3
"302325","G26016305648003008","G2601630564800",26163,26,163,564800,3008,0,0,0,0,0,0
"302326","G26016305648003009","G2601630564800",26163,26,163,564800,3009,84,7,0,2,0,1
"302327","G26016305648003010","G2601630564800",26163,26,163,564800,3010,17,0,0,0,0,0
"302328","G26016305648003011","G2601630564800",26163,26,163,564800,3011,42,3,0,0,1,1
"302329","G26016305648003012","G2601630564800",26163,26,163,564800,3012,3,0,0,0,0,0
"302330","G26016305648003013","G2601630564800",26163,26,163,564800,3013,3,0,0,0,0,0
"302331","G26016305649001000","G2601630564900",26163,26,163,564900,1000,111,14,0,0,0,6
"302332","G26016305649001001","G2601630564900",26163,26,163,564900,1001,13,1,0,0,0,3
"302333","G26016305649001002","G2601630564900",26163,26,163,564900,1002,748,30,9,1,18,33
"302334","G26016305649001003","G2601630564900",26163,26,163,564900,1003,50,2,1,0,0,0
"302335","G26016305649001004","G2601630564900",26163,26,163,564900,1004,55,1,0,0,1,0
"302336","G26016305649001005","G2601630564900",26163,26,163,564900,1005,31,1,2,0,1,1
"302337","G26016305649001006","G2601630564900",26163,26,163,564900,1006,56,4,0,0,0,0
"302338","G26016305649001007","G2601630564900",26163,26,163,564900,1007,55,2,0,2,1,2
"302339","G26016305649001008","G2601630564900",26163,26,163,564900,1008,44,1,0,0,4,4
"302340","G26016305649001009","G2601630564900",26163,26,163,564900,1009,68,0,1,0,2,5
"302341","G26016305649001010","G2601630564900",26163,26,163,564900,1010,16,0,0,0,2,0
"302342","G26016305649001011","G2601630564900",26163,26,163,564900,1011,0,0,0,0,0,0
"302343","G26016305649001012","G2601630564900",26163,26,163,564900,1012,20,5,0,0,0,2
"302344","G26016305649001013","G2601630564900",26163,26,163,564900,1013,0,0,0,0,0,0
"302345","G26016305649001014","G2601630564900",26163,26,163,564900,1014,62,0,1,0,1,1
"302346","G26016305649001015","G2601630564900",26163,26,163,564900,1015,60,0,0,0,0,4
"302347","G26016305649001016","G2601630564900",26163,26,163,564900,1016,54,6,0,3,0,1
"302348","G26016305649001017","G2601630564900",26163,26,163,564900,1017,86,0,3,0,1,0
"302349","G26016305649001018","G2601630564900",26163,26,163,564900,1018,0,0,0,0,0,0
"302350","G26016305649001019","G2601630564900",26163,26,163,564900,1019,4,0,0,0,0,0
"302351","G26016305649001020","G2601630564900",26163,26,163,564900,1020,3,0,0,0,0,0
"302352","G26016305649001021","G2601630564900",26163,26,163,564900,1021,3,0,0,0,0,0
"302353","G26016305649001022","G2601630564900",26163,26,163,564900,1022,5,0,0,0,0,0
"302354","G26016305649001023","G2601630564900",26163,26,163,564900,1023,0,0,0,0,0,0
"302355","G26016305649001024","G2601630564900",26163,26,163,564900,1024,0,0,0,0,0,0
"302356","G26016305649001025","G2601630564900",26163,26,163,564900,1025,0,0,0,0,0,0
"302357","G26016305649002000","G2601630564900",26163,26,163,564900,2000,0,0,0,0,0,0
"302358","G26016305649002001","G2601630564900",26163,26,163,564900,2001,95,4,2,0,6,1
"302359","G26016305649002002","G2601630564900",26163,26,163,564900,2002,0,0,0,0,0,0
"302360","G26016305649002003","G2601630564900",26163,26,163,564900,2003,28,0,0,0,0,1
"302361","G26016305649002004","G2601630564900",26163,26,163,564900,2004,35,14,0,0,5,5
"302362","G26016305649002005","G2601630564900",26163,26,163,564900,2005,0,0,0,0,0,0
"302363","G26016305649002006","G2601630564900",26163,26,163,564900,2006,0,0,0,0,0,0
"302364","G26016305650001000","G2601630565000",26163,26,163,565000,1000,219,8,10,0,5,4
"302365","G26016305650001001","G2601630565000",26163,26,163,565000,1001,154,0,0,0,2,6
"302366","G26016305650001002","G2601630565000",26163,26,163,565000,1002,134,4,9,0,2,2
"302367","G26016305650001003","G2601630565000",26163,26,163,565000,1003,293,19,24,4,15,2
"302368","G26016305650001004","G2601630565000",26163,26,163,565000,1004,11,0,16,0,1,0
"302369","G26016305650001005","G2601630565000",26163,26,163,565000,1005,108,6,28,0,0,5
"302370","G26016305650001006","G2601630565000",26163,26,163,565000,1006,117,4,12,0,1,11
"302371","G26016305650001007","G2601630565000",26163,26,163,565000,1007,28,1,0,0,0,0
"302372","G26016305650001008","G2601630565000",26163,26,163,565000,1008,72,7,7,0,0,4
"302373","G26016305650001009","G2601630565000",26163,26,163,565000,1009,80,11,0,0,0,9
"302374","G26016305650001010","G2601630565000",26163,26,163,565000,1010,61,4,7,0,0,0
"302375","G26016305650001011","G2601630565000",26163,26,163,565000,1011,61,17,6,0,0,1
"302376","G26016305650001012","G2601630565000",26163,26,163,565000,1012,158,15,20,1,6,7
"302377","G26016305650001013","G2601630565000",26163,26,163,565000,1013,32,0,0,0,2,0
"302378","G26016305650001014","G2601630565000",26163,26,163,565000,1014,90,0,42,0,0,0
"302379","G26016305650001015","G2601630565000",26163,26,163,565000,1015,37,8,18,0,2,4
"302380","G26016305650001016","G2601630565000",26163,26,163,565000,1016,91,7,16,0,2,0
"302381","G26016305650001017","G2601630565000",26163,26,163,565000,1017,221,6,9,0,3,5
"302382","G26016305650001018","G2601630565000",26163,26,163,565000,1018,0,0,4,0,0,0
"302383","G26016305650001019","G2601630565000",26163,26,163,565000,1019,32,0,10,0,0,0
"302384","G26016305650001020","G2601630565000",26163,26,163,565000,1020,33,0,0,0,0,0
"302385","G26016305650001021","G2601630565000",26163,26,163,565000,1021,83,9,3,1,0,3
"302386","G26016305650001022","G2601630565000",26163,26,163,565000,1022,63,0,16,3,0,0
"302387","G26016305650001023","G2601630565000",26163,26,163,565000,1023,30,9,22,0,0,3
"302388","G26016305650001024","G2601630565000",26163,26,163,565000,1024,76,3,14,0,2,3
"302389","G26016305650001025","G2601630565000",26163,26,163,565000,1025,71,0,12,0,3,8
"302390","G26016305650001026","G2601630565000",26163,26,163,565000,1026,83,0,6,0,0,0
"302391","G26016305650001027","G2601630565000",26163,26,163,565000,1027,98,0,4,0,3,11
"302392","G26016305650001028","G2601630565000",26163,26,163,565000,1028,179,7,0,0,4,4
"302393","G26016305650001029","G2601630565000",26163,26,163,565000,1029,91,0,0,0,0,0
"302394","G26016305650002000","G2601630565000",26163,26,163,565000,2000,55,0,0,0,0,0
"302395","G26016305650002001","G2601630565000",26163,26,163,565000,2001,33,0,0,0,0,0
"302396","G26016305650002002","G2601630565000",26163,26,163,565000,2002,74,4,0,0,0,0
"302397","G26016305650002003","G2601630565000",26163,26,163,565000,2003,43,0,5,0,0,1
"302398","G26016305650002004","G2601630565000",26163,26,163,565000,2004,10,3,1,0,0,0
"302399","G26016305650002005","G2601630565000",26163,26,163,565000,2005,27,0,0,0,0,0
"302400","G26016305650002006","G2601630565000",26163,26,163,565000,2006,85,7,16,0,0,3
"302401","G26016305650002007","G2601630565000",26163,26,163,565000,2007,0,0,0,0,0,0
"302402","G26016305650002008","G2601630565000",26163,26,163,565000,2008,0,0,0,0,0,0
"302403","G26016305650002009","G2601630565000",26163,26,163,565000,2009,23,0,0,0,0,0
"302404","G26016305650002010","G2601630565000",26163,26,163,565000,2010,31,4,1,0,1,2
"302405","G26016305650002011","G2601630565000",26163,26,163,565000,2011,23,0,0,0,0,1
"302406","G26016305650002012","G2601630565000",26163,26,163,565000,2012,7,0,0,0,0,0
"302407","G26016305650002013","G2601630565000",26163,26,163,565000,2013,53,1,9,1,0,0
"302408","G26016305650002014","G2601630565000",26163,26,163,565000,2014,33,0,5,0,0,0
"302409","G26016305650002015","G2601630565000",26163,26,163,565000,2015,324,8,4,2,9,11
"302410","G26016305650002016","G2601630565000",26163,26,163,565000,2016,0,0,0,0,0,0
"302411","G26016305650002017","G2601630565000",26163,26,163,565000,2017,0,0,0,0,0,0
"302412","G26016305650002018","G2601630565000",26163,26,163,565000,2018,0,0,0,0,0,0
"302413","G26016305650002019","G2601630565000",26163,26,163,565000,2019,0,0,0,0,0,0
"302414","G26016305651001000","G2601630565100",26163,26,163,565100,1000,161,8,3,1,3,5
"302415","G26016305651001001","G2601630565100",26163,26,163,565100,1001,41,0,5,0,0,0
"302416","G26016305651001002","G2601630565100",26163,26,163,565100,1002,21,2,0,0,0,0
"302417","G26016305651001003","G2601630565100",26163,26,163,565100,1003,66,6,3,0,2,1
"302418","G26016305651001004","G2601630565100",26163,26,163,565100,1004,40,0,0,1,0,4
"302419","G26016305651001005","G2601630565100",26163,26,163,565100,1005,164,26,0,1,7,10
"302420","G26016305651001006","G2601630565100",26163,26,163,565100,1006,78,12,0,0,6,3
"302421","G26016305651001007","G2601630565100",26163,26,163,565100,1007,132,25,0,1,6,7
"302422","G26016305651001008","G2601630565100",26163,26,163,565100,1008,29,5,0,0,0,0
"302423","G26016305651001009","G2601630565100",26163,26,163,565100,1009,25,1,0,1,0,1
"302424","G26016305651001010","G2601630565100",26163,26,163,565100,1010,97,11,13,0,5,2
"302425","G26016305651001011","G2601630565100",26163,26,163,565100,1011,16,3,0,0,0,0
"302426","G26016305651001012","G2601630565100",26163,26,163,565100,1012,380,62,1,1,24,6
"302427","G26016305651001013","G2601630565100",26163,26,163,565100,1013,6,0,0,0,0,1
"302428","G26016305651001014","G2601630565100",26163,26,163,565100,1014,21,0,0,0,0,0
"302429","G26016305651001015","G2601630565100",26163,26,163,565100,1015,16,0,0,0,0,0
"302430","G26016305651002000","G2601630565100",26163,26,163,565100,2000,0,0,0,0,0,0
"302431","G26016305651002001","G2601630565100",26163,26,163,565100,2001,22,0,0,0,0,0
"302432","G26016305651002002","G2601630565100",26163,26,163,565100,2002,41,0,0,0,8,0
"302433","G26016305651002003","G2601630565100",26163,26,163,565100,2003,1,0,0,0,0,0
"302434","G26016305651002004","G2601630565100",26163,26,163,565100,2004,31,1,0,1,0,0
"302435","G26016305651002005","G2601630565100",26163,26,163,565100,2005,21,0,0,0,0,0
"302436","G26016305651002006","G2601630565100",26163,26,163,565100,2006,0,0,0,0,0,0
"302437","G26016305651002007","G2601630565100",26163,26,163,565100,2007,0,0,0,0,0,0
"302438","G26016305651002008","G2601630565100",26163,26,163,565100,2008,131,2,1,0,3,2
"302439","G26016305651002009","G2601630565100",26163,26,163,565100,2009,4,0,0,0,0,0
"302440","G26016305651002010","G2601630565100",26163,26,163,565100,2010,4,0,0,0,0,4
"302441","G26016305651002011","G2601630565100",26163,26,163,565100,2011,0,0,0,0,0,0
"302442","G26016305651002012","G2601630565100",26163,26,163,565100,2012,37,5,0,0,0,0
"302443","G26016305651002013","G2601630565100",26163,26,163,565100,2013,12,0,0,0,0,0
"302444","G26016305651003000","G2601630565100",26163,26,163,565100,3000,31,0,0,0,2,0
"302445","G26016305651003001","G2601630565100",26163,26,163,565100,3001,60,2,5,0,1,0
"302446","G26016305651003002","G2601630565100",26163,26,163,565100,3002,0,0,0,0,0,0
"302447","G26016305651003003","G2601630565100",26163,26,163,565100,3003,69,0,0,0,0,2
"302448","G26016305651003004","G2601630565100",26163,26,163,565100,3004,10,0,0,0,0,0
"302449","G26016305651003005","G2601630565100",26163,26,163,565100,3005,266,1,3,1,4,2
"302450","G26016305651003006","G2601630565100",26163,26,163,565100,3006,73,0,5,0,3,2
"302451","G26016305651003007","G2601630565100",26163,26,163,565100,3007,0,0,0,0,0,0
"302452","G26016305652001000","G2601630565200",26163,26,163,565200,1000,1198,115,70,1,22,24
"302453","G26016305652001001","G2601630565200",26163,26,163,565200,1001,183,5,1,1,6,2
"302454","G26016305652001002","G2601630565200",26163,26,163,565200,1002,213,110,155,0,10,15
"302455","G26016305652001003","G2601630565200",26163,26,163,565200,1003,86,32,37,0,1,5
"302456","G26016305652001004","G2601630565200",26163,26,163,565200,1004,33,0,7,0,0,0
"302457","G26016305652001005","G2601630565200",26163,26,163,565200,1005,13,3,5,0,0,0
"302458","G26016305652001006","G2601630565200",26163,26,163,565200,1006,281,25,110,1,5,12
"302459","G26016305652001007","G2601630565200",26163,26,163,565200,1007,6,3,4,0,3,0
"302460","G26016305652001008","G2601630565200",26163,26,163,565200,1008,14,2,6,0,2,1
"302461","G26016305652001009","G2601630565200",26163,26,163,565200,1009,53,34,11,0,3,0
"302462","G26016305652001010","G2601630565200",26163,26,163,565200,1010,34,5,12,0,2,2
"302463","G26016305652001011","G2601630565200",26163,26,163,565200,1011,0,0,0,0,0,0
"302464","G26016305652001012","G2601630565200",26163,26,163,565200,1012,11,7,7,2,0,1
"302465","G26016305652001013","G2601630565200",26163,26,163,565200,1013,71,2,0,0,0,6
"302466","G26016305652001014","G2601630565200",26163,26,163,565200,1014,14,2,0,0,0,0
"302467","G26016305652001015","G2601630565200",26163,26,163,565200,1015,10,3,0,0,5,2
"302468","G26016305652001016","G2601630565200",26163,26,163,565200,1016,0,0,0,0,0,0
"302469","G26016305652001017","G2601630565200",26163,26,163,565200,1017,150,44,27,0,4,2
"302470","G26016305652001018","G2601630565200",26163,26,163,565200,1018,0,0,0,0,0,0
"302471","G26016305652001019","G2601630565200",26163,26,163,565200,1019,55,16,8,0,0,1
"302472","G26016305652001020","G2601630565200",26163,26,163,565200,1020,60,13,7,0,1,3
"302473","G26016305652001021","G2601630565200",26163,26,163,565200,1021,22,7,4,0,1,0
"302474","G26016305652001022","G2601630565200",26163,26,163,565200,1022,0,0,0,0,0,0
"302475","G26016305652001023","G2601630565200",26163,26,163,565200,1023,8,2,2,0,0,1
"302476","G26016305652001024","G2601630565200",26163,26,163,565200,1024,0,0,0,0,0,0
"302477","G26016305652001025","G2601630565200",26163,26,163,565200,1025,15,1,0,0,0,0
"302478","G26016305652001026","G2601630565200",26163,26,163,565200,1026,95,0,6,0,0,0
"302479","G26016305652001027","G2601630565200",26163,26,163,565200,1027,59,0,0,0,0,0
"302480","G26016305652001028","G2601630565200",26163,26,163,565200,1028,29,0,0,0,0,0
"302481","G26016305652001029","G2601630565200",26163,26,163,565200,1029,78,1,0,0,0,1
"302482","G26016305652001030","G2601630565200",26163,26,163,565200,1030,57,0,0,0,3,0
"302483","G26016305652001031","G2601630565200",26163,26,163,565200,1031,15,7,2,0,0,2
"302484","G26016305652001032","G2601630565200",26163,26,163,565200,1032,14,0,4,0,0,0
"302485","G26016305652001033","G2601630565200",26163,26,163,565200,1033,31,0,0,0,0,0
"302486","G26016305652001034","G2601630565200",26163,26,163,565200,1034,12,0,0,0,0,2
"302487","G26016305652002000","G2601630565200",26163,26,163,565200,2000,291,10,7,1,5,18
"302488","G26016305652002001","G2601630565200",26163,26,163,565200,2001,33,1,0,0,0,0
"302489","G26016305652002002","G2601630565200",26163,26,163,565200,2002,69,0,7,0,0,0
"302490","G26016305652002003","G2601630565200",26163,26,163,565200,2003,98,14,21,0,0,0
"302491","G26016305652002004","G2601630565200",26163,26,163,565200,2004,40,0,11,0,0,1
"302492","G26016305652002005","G2601630565200",26163,26,163,565200,2005,141,0,3,0,0,2
"302493","G26016305652002006","G2601630565200",26163,26,163,565200,2006,0,0,0,0,0,0
"302494","G26016305652002007","G2601630565200",26163,26,163,565200,2007,14,0,1,0,0,0
"302495","G26016305652002008","G2601630565200",26163,26,163,565200,2008,32,0,0,0,0,0
"302496","G26016305652002009","G2601630565200",26163,26,163,565200,2009,22,0,0,0,0,0
"302497","G26016305652002010","G2601630565200",26163,26,163,565200,2010,24,2,0,0,0,0
"302498","G26016305652002011","G2601630565200",26163,26,163,565200,2011,21,0,0,0,0,0
"302499","G26016305652002012","G2601630565200",26163,26,163,565200,2012,10,0,1,0,0,0
"302500","G26016305652002013","G2601630565200",26163,26,163,565200,2013,119,10,12,0,10,7
"302501","G26016305652002014","G2601630565200",26163,26,163,565200,2014,44,18,15,0,0,0
"302502","G26016305652002015","G2601630565200",26163,26,163,565200,2015,53,16,4,0,7,11
"302503","G26016305652002016","G2601630565200",26163,26,163,565200,2016,23,5,4,0,0,0
"302504","G26016305652002017","G2601630565200",26163,26,163,565200,2017,19,7,0,0,0,0
"302505","G26016305652002018","G2601630565200",26163,26,163,565200,2018,34,5,3,0,0,0
"302506","G26016305652002019","G2601630565200",26163,26,163,565200,2019,21,0,1,0,0,3
"302507","G26016305653001000","G2601630565300",26163,26,163,565300,1000,679,80,41,0,13,26
"302508","G26016305653001001","G2601630565300",26163,26,163,565300,1001,158,46,7,0,1,10
"302509","G26016305653001002","G2601630565300",26163,26,163,565300,1002,42,0,4,0,0,0
"302510","G26016305653001003","G2601630565300",26163,26,163,565300,1003,117,66,11,0,7,5
"302511","G26016305653001004","G2601630565300",26163,26,163,565300,1004,25,4,0,1,0,0
"302512","G26016305653001005","G2601630565300",26163,26,163,565300,1005,92,21,10,0,2,3
"302513","G26016305653002000","G2601630565300",26163,26,163,565300,2000,789,145,26,7,26,31
"302514","G26016305653002001","G2601630565300",26163,26,163,565300,2001,30,13,4,1,0,2
"302515","G26016305653002002","G2601630565300",26163,26,163,565300,2002,58,2,5,0,3,2
"302516","G26016305653002003","G2601630565300",26163,26,163,565300,2003,0,0,0,0,0,0
"302517","G26016305653002004","G2601630565300",26163,26,163,565300,2004,0,0,0,0,0,0
"302518","G26016305653002005","G2601630565300",26163,26,163,565300,2005,0,0,0,0,0,0
"302519","G26016305653002006","G2601630565300",26163,26,163,565300,2006,0,0,0,0,0,0
"302520","G26016305653002007","G2601630565300",26163,26,163,565300,2007,55,17,7,0,0,1
"302521","G26016305653002008","G2601630565300",26163,26,163,565300,2008,81,15,3,0,1,6
"302522","G26016305653002009","G2601630565300",26163,26,163,565300,2009,143,66,3,2,3,12
"302523","G26016305653002010","G2601630565300",26163,26,163,565300,2010,134,65,3,2,10,6
"302524","G26016305653003000","G2601630565300",26163,26,163,565300,3000,246,19,13,0,6,8
"302525","G26016305653003001","G2601630565300",26163,26,163,565300,3001,169,2,9,0,1,4
"302526","G26016305653003002","G2601630565300",26163,26,163,565300,3002,323,81,62,2,19,13
"302527","G26016305653003003","G2601630565300",26163,26,163,565300,3003,339,47,22,3,27,25
"302528","G26016305653003004","G2601630565300",26163,26,163,565300,3004,136,34,17,1,0,10
"302529","G26016305653003005","G2601630565300",26163,26,163,565300,3005,166,6,7,1,2,1
"302530","G26016305654001000","G2601630565400",26163,26,163,565400,1000,0,0,4,0,0,0
"302531","G26016305654001001","G2601630565400",26163,26,163,565400,1001,20,3,1,0,0,0
"302532","G26016305654001002","G2601630565400",26163,26,163,565400,1002,1218,352,239,10,78,67
"302533","G26016305654001003","G2601630565400",26163,26,163,565400,1003,22,0,0,0,0,1
"302534","G26016305654001004","G2601630565400",26163,26,163,565400,1004,4,1,0,0,2,0
"302535","G26016305654001005","G2601630565400",26163,26,163,565400,1005,7,2,1,0,0,0
"302536","G26016305654001006","G2601630565400",26163,26,163,565400,1006,0,0,0,0,0,0
"302537","G26016305654001007","G2601630565400",26163,26,163,565400,1007,6,0,4,0,0,0
"302538","G26016305654001008","G2601630565400",26163,26,163,565400,1008,158,37,56,0,9,17
"302539","G26016305654001009","G2601630565400",26163,26,163,565400,1009,9,5,1,0,0,0
"302540","G26016305654001010","G2601630565400",26163,26,163,565400,1010,2,1,0,0,0,0
"302541","G26016305654001011","G2601630565400",26163,26,163,565400,1011,188,18,1,0,4,4
"302542","G26016305654001012","G2601630565400",26163,26,163,565400,1012,39,5,8,1,8,7
"302543","G26016305654001013","G2601630565400",26163,26,163,565400,1013,33,3,8,0,2,2
"302544","G26016305654001014","G2601630565400",26163,26,163,565400,1014,151,34,44,0,10,9
"302545","G26016305654001015","G2601630565400",26163,26,163,565400,1015,252,31,25,1,8,3
"302546","G26016305654001016","G2601630565400",26163,26,163,565400,1016,236,13,48,0,9,11
"302547","G26016305654001017","G2601630565400",26163,26,163,565400,1017,18,0,0,0,2,0
"302548","G26016305654001018","G2601630565400",26163,26,163,565400,1018,32,0,0,0,0,0
"302549","G26016305654001019","G2601630565400",26163,26,163,565400,1019,40,0,0,0,0,7
"302550","G26016305654001020","G2601630565400",26163,26,163,565400,1020,50,1,1,0,0,1
"302551","G26016305654002000","G2601630565400",26163,26,163,565400,2000,7,5,6,0,0,0
"302552","G26016305654002001","G2601630565400",26163,26,163,565400,2001,36,0,0,0,4,0
"302553","G26016305654002002","G2601630565400",26163,26,163,565400,2002,88,2,3,0,1,4
"302554","G26016305654002003","G2601630565400",26163,26,163,565400,2003,50,0,0,0,0,2
"302555","G26016305654002004","G2601630565400",26163,26,163,565400,2004,253,4,0,1,0,2
"302556","G26016305654002005","G2601630565400",26163,26,163,565400,2005,3,0,0,0,0,0
"302557","G26016305654002006","G2601630565400",26163,26,163,565400,2006,42,0,0,0,0,0
"302558","G26016305654002007","G2601630565400",26163,26,163,565400,2007,42,0,0,0,2,2
"302559","G26016305654002008","G2601630565400",26163,26,163,565400,2008,47,0,0,0,0,0
"302560","G26016305654002009","G2601630565400",26163,26,163,565400,2009,90,0,0,2,3,7
"302561","G26016305654002010","G2601630565400",26163,26,163,565400,2010,75,3,0,0,3,0
"302562","G26016305654002011","G2601630565400",26163,26,163,565400,2011,55,0,8,0,0,6
"302563","G26016305654002012","G2601630565400",26163,26,163,565400,2012,94,0,0,0,0,0
"302564","G26016305654002013","G2601630565400",26163,26,163,565400,2013,28,0,0,0,1,0
"302565","G26016305654002014","G2601630565400",26163,26,163,565400,2014,36,1,0,0,0,0
"302566","G26016305654002015","G2601630565400",26163,26,163,565400,2015,5,0,0,0,0,3
"302567","G26016305654002016","G2601630565400",26163,26,163,565400,2016,17,0,1,0,4,0
"302568","G26016305654002017","G2601630565400",26163,26,163,565400,2017,50,0,0,0,0,0
"302569","G26016305654002018","G2601630565400",26163,26,163,565400,2018,47,0,0,0,0,0
"302570","G26016305654002019","G2601630565400",26163,26,163,565400,2019,46,0,0,0,3,1
"302571","G26016305654002020","G2601630565400",26163,26,163,565400,2020,44,0,1,4,1,2
"302572","G26016305654002021","G2601630565400",26163,26,163,565400,2021,41,3,0,0,1,0
"302573","G26016305654002022","G2601630565400",26163,26,163,565400,2022,29,1,0,0,0,0
